canon39_regen_store/op_units2_cpp_c0168.json: 110 with proved terms, 88 rendered, 0 skipped
canon39_regen_store/op_units2_cpp_c0169.json: 66 with proved terms, 51 rendered, 14 skipped
canon39_regen_store/op_units2_cpp_c0170.json: 0 with proved terms, 0 rendered, 14 skipped
canon39_regen_store/op_units2_cpp_c0171.json: 4 with proved terms, 0 rendered, 21 skipped
canon39_regen_store/op_units2_cpp_c0172.json: 94 with proved terms, 1 rendered, 49 skipped
canon39_regen_store/op_units2_cpp_c0173.json: 148 with proved terms, 0 rendered, 21 skipped
canon39_regen_store/op_units2_cpp_c0174.json: 97 with proved terms, 0 rendered, 14 skipped
canon39_regen_store/op_units2_cpp_c0175.json: 125 with proved terms, 0 rendered, 15 skipped
canon39_regen_store/op_units2_cpp_c0176.json: 109 with proved terms, 0 rendered, 17 skipped
canon39_regen_store/op_units2_cpp_c0177.json: 39 with proved terms, 0 rendered, 3 skipped
canon39_regen_store/op_units2_go_c0000.json: 171 with proved terms, 33 rendered, 146 skipped
canon39_regen_store/op_units2_go_c0001.json: 153 with proved terms, 68 rendered, 0 skipped
canon39_regen_store/op_units2_rust_c0000.json: 49 with proved terms, 45 rendered, 0 skipped
canon39_regen_store/op_units2_rust_c0001.json: 194 with proved terms, 41 rendered, 0 skipped
canon39_regen_store/op_units2_rust_c0002.json: 270 with proved terms, 37 rendered, 26 skipped
canon39_regen_store/op_units2_rust_c0003.json: 12 with proved terms, 11 rendered, 0 skipped
canon39_regen_store/op_units2_rust_c0004.json: 11 with proved terms, 7 rendered, 0 skipped
canon39_regen_store/op_units2_swift_c0000.json: 88 with proved terms, 63 rendered, 68 skipped
canon39_regen_store/op_units2_swift_c0001.json: 283 with proved terms, 0 rendered, 2 skipped
canon39_regen_store/op_units2_swift_c0002.json: 219 with proved terms, 1 rendered, 2 skipped
canon39_regen_store/op_units2_swift_c0003.json: 104 with proved terms, 1 rendered, 1 skipped
canon39_regen_store/op_units2_swift_c0004.json: 129 with proved terms, 60 rendered, 5 skipped
canon39_regen_store/op_units2_swift_c0005.json: 132 with proved terms, 31 rendered, 6 skipped
canon39_regen_store/op_units2_swift_c0006.json: 3 with proved terms, 3 rendered, 18 skipped
canon39_regen_store/op_units2_swift_c0007.json: 0 with proved terms, 0 rendered, 12 skipped
canon39_regen_store/op_units2_swift_c0008.json: 0 with proved terms, 0 rendered, 0 skipped
canon39_regen_store/op_units2_swift_c0009.json: 0 with proved terms, 0 rendered, 0 skipped
canon39_regen_store/op_units2_swift_c0010.json: 0 with proved terms, 0 rendered, 0 skipped
all 332 shards walked
