canon39_regen_store/op_units2_c_c0068.json: 75 with proved terms, 53 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0069.json: 116 with proved terms, 73 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0070.json: 91 with proved terms, 72 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0071.json: 43 with proved terms, 38 rendered, 28 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0072.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0073.json: 4 with proved terms, 0 rendered, 46 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0074.json: 82 with proved terms, 44 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0075.json: 86 with proved terms, 24 rendered, 14 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0076.json: 65 with proved terms, 25 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0077.json: 115 with proved terms, 61 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0078.json: 101 with proved terms, 74 rendered, 14 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0079.json: 22 with proved terms, 17 rendered, 28 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0080.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0081.json: 4 with proved terms, 0 rendered, 46 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0082.json: 82 with proved terms, 44 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0083.json: 86 with proved terms, 24 rendered, 14 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0084.json: 92 with proved terms, 38 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0085.json: 115 with proved terms, 69 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0086.json: 74 with proved terms, 53 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0087.json: 22 with proved terms, 11 rendered, 28 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0088.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0089.json: 5 with proved terms, 1 rendered, 47 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0090.json: 83 with proved terms, 47 rendered, 20 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0091.json: 90 with proved terms, 24 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0092.json: 113 with proved terms, 52 rendered, 17 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0093.json: 114 with proved terms, 71 rendered, 16 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0094.json: 48 with proved terms, 27 rendered, 7 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0095.json: 22 with proved terms, 15 rendered, 28 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0096.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0097.json: 25 with proved terms, 15 rendered, 55 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0098.json: 88 with proved terms, 37 rendered, 17 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0099.json: 90 with proved terms, 30 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0100.json: 115 with proved terms, 61 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0101.json: 92 with proved terms, 58 rendered, 13 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0102.json: 44 with proved terms, 25 rendered, 8 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0103.json: 21 with proved terms, 15 rendered, 27 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0104.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0105.json: 49 with proved terms, 29 rendered, 61 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0106.json: 79 with proved terms, 23 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0107.json: 102 with proved terms, 45 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0108.json: 115 with proved terms, 62 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0109.json: 66 with proved terms, 42 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0110.json: 64 with proved terms, 40 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0111.json: 0 with proved terms, 0 rendered, 23 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0112.json: 3 with proved terms, 0 rendered, 7 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0113.json: 73 with proved terms, 44 rendered, 57 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0114.json: 69 with proved terms, 14 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0115.json: 90 with proved terms, 40 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0116.json: 110 with proved terms, 59 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0117.json: 87 with proved terms, 46 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0118.json: 40 with proved terms, 15 rendered, 2 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0119.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0120.json: 76 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0121.json: 76 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0122.json: 115 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0123.json: 75 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0124.json: 19 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0125.json: 28 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0126.json: 86 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0127.json: 104 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0128.json: 87 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_c_c0129.json: 37 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0000.json: 153 with proved terms, 126 rendered, 5 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0001.json: 101 with proved terms, 78 rendered, 4 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0002.json: 34 with proved terms, 34 rendered, 26 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0003.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0004.json: 3 with proved terms, 0 rendered, 24 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0005.json: 144 with proved terms, 114 rendered, 17 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0006.json: 123 with proved terms, 54 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0007.json: 102 with proved terms, 68 rendered, 10 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0008.json: 130 with proved terms, 90 rendered, 10 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0009.json: 87 with proved terms, 67 rendered, 8 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0010.json: 25 with proved terms, 15 rendered, 28 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0011.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0012.json: 3 with proved terms, 0 rendered, 25 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0013.json: 170 with proved terms, 137 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0014.json: 102 with proved terms, 35 rendered, 9 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0015.json: 127 with proved terms, 82 rendered, 12 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0016.json: 130 with proved terms, 95 rendered, 11 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0017.json: 79 with proved terms, 57 rendered, 7 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0018.json: 3 with proved terms, 2 rendered, 26 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0019.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0020.json: 25 with proved terms, 15 rendered, 30 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0021.json: 176 with proved terms, 122 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0022.json: 101 with proved terms, 56 rendered, 8 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0023.json: 131 with proved terms, 80 rendered, 10 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0024.json: 107 with proved terms, 82 rendered, 9 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0025.json: 74 with proved terms, 53 rendered, 7 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0026.json: 0 with proved terms, 0 rendered, 26 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0027.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0028.json: 9 with proved terms, 3 rendered, 78 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0029.json: 155 with proved terms, 9 rendered, 26 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0030.json: 105 with proved terms, 26 rendered, 18 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0031.json: 120 with proved terms, 10 rendered, 20 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0032.json: 69 with proved terms, 5 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0033.json: 66 with proved terms, 5 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0034.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0035.json: 50 with proved terms, 5 rendered, 49 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0036.json: 128 with proved terms, 6 rendered, 15 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0037.json: 100 with proved terms, 5 rendered, 10 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0038.json: 96 with proved terms, 5 rendered, 14 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0039.json: 20 with proved terms, 1 rendered, 30 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0040.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0041.json: 26 with proved terms, 0 rendered, 30 skipped, peak 80672 kB
canon39_regen_store/op_units2_cpp_c0042.json: 182 with proved terms, 154 rendered, 14 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0043.json: 104 with proved terms, 44 rendered, 9 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0044.json: 131 with proved terms, 88 rendered, 10 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0045.json: 135 with proved terms, 115 rendered, 11 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0046.json: 84 with proved terms, 70 rendered, 6 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0047.json: 14 with proved terms, 13 rendered, 28 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0048.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0049.json: 52 with proved terms, 0 rendered, 32 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0050.json: 182 with proved terms, 1 rendered, 15 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0051.json: 105 with proved terms, 0 rendered, 8 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0052.json: 135 with proved terms, 0 rendered, 11 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0053.json: 124 with proved terms, 0 rendered, 8 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0054.json: 78 with proved terms, 0 rendered, 6 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0055.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0056.json: 63 with proved terms, 28 rendered, 0 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0057.json: 139 with proved terms, 82 rendered, 0 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0058.json: 148 with proved terms, 76 rendered, 0 skipped, peak 80800 kB
canon39_regen_store/op_units2_cpp_c0059.json: 95 with proved terms, 49 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0060.json: 39 with proved terms, 25 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0061.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0062.json: 153 with proved terms, 85 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0063.json: 96 with proved terms, 50 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0064.json: 146 with proved terms, 80 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0065.json: 89 with proved terms, 45 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0066.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0067.json: 53 with proved terms, 39 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0068.json: 145 with proved terms, 122 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0069.json: 141 with proved terms, 93 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0070.json: 101 with proved terms, 82 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0071.json: 44 with proved terms, 36 rendered, 28 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0072.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0073.json: 4 with proved terms, 0 rendered, 52 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0074.json: 119 with proved terms, 70 rendered, 22 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0075.json: 148 with proved terms, 69 rendered, 19 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0076.json: 81 with proved terms, 34 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0077.json: 130 with proved terms, 76 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0078.json: 109 with proved terms, 81 rendered, 14 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0079.json: 25 with proved terms, 14 rendered, 31 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0080.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0081.json: 4 with proved terms, 0 rendered, 52 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0082.json: 146 with proved terms, 90 rendered, 27 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0083.json: 121 with proved terms, 49 rendered, 14 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0084.json: 111 with proved terms, 50 rendered, 18 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0085.json: 130 with proved terms, 85 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0086.json: 79 with proved terms, 56 rendered, 11 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0087.json: 25 with proved terms, 14 rendered, 31 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0088.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0089.json: 6 with proved terms, 2 rendered, 55 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0090.json: 175 with proved terms, 114 rendered, 28 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0091.json: 103 with proved terms, 29 rendered, 14 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0092.json: 128 with proved terms, 67 rendered, 17 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0093.json: 129 with proved terms, 82 rendered, 16 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0094.json: 75 with proved terms, 42 rendered, 10 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0095.json: 0 with proved terms, 0 rendered, 28 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0096.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0097.json: 33 with proved terms, 21 rendered, 63 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0098.json: 177 with proved terms, 102 rendered, 24 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0099.json: 102 with proved terms, 39 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0100.json: 130 with proved terms, 77 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0101.json: 100 with proved terms, 62 rendered, 13 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0102.json: 74 with proved terms, 42 rendered, 10 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0103.json: 0 with proved terms, 0 rendered, 28 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0104.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0105.json: 62 with proved terms, 40 rendered, 67 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0106.json: 159 with proved terms, 83 rendered, 20 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0107.json: 121 with proved terms, 57 rendered, 18 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0108.json: 126 with proved terms, 73 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0109.json: 74 with proved terms, 48 rendered, 11 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0110.json: 74 with proved terms, 42 rendered, 14 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0111.json: 0 with proved terms, 0 rendered, 23 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0112.json: 4 with proved terms, 0 rendered, 13 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0113.json: 88 with proved terms, 58 rendered, 57 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0114.json: 153 with proved terms, 74 rendered, 20 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0115.json: 98 with proved terms, 45 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0116.json: 125 with proved terms, 72 rendered, 15 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0117.json: 100 with proved terms, 56 rendered, 17 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0118.json: 48 with proved terms, 31 rendered, 3 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0119.json: 0 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
canon39_regen_store/op_units2_cpp_c0120.json: 132 with proved terms, 0 rendered, 0 skipped, peak 80928 kB
