full candidate set: 13584 pairs
bucket0 remaining (cross-lang float-arith): 0
bucket2+3 remaining (same-language): 3770
bucket1 remaining (cross-lang other, NOT attempted this run): 6401
  [25/3770] elapsed=8.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1222, 'UNDECIDED': 318, 'REFUSED': 0}
  [50/3770] elapsed=8.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1239, 'UNDECIDED': 326, 'REFUSED': 0}
  [75/3770] elapsed=9.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1264, 'UNDECIDED': 326, 'REFUSED': 0}
  [100/3770] elapsed=9.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1287, 'UNDECIDED': 328, 'REFUSED': 0}
  [125/3770] elapsed=9.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1301, 'UNDECIDED': 339, 'REFUSED': 0}
  [150/3770] elapsed=9.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1322, 'UNDECIDED': 343, 'REFUSED': 0}
  [175/3770] elapsed=9.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1333, 'UNDECIDED': 357, 'REFUSED': 0}
  [200/3770] elapsed=9.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1354, 'UNDECIDED': 361, 'REFUSED': 0}
  [225/3770] elapsed=10.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1379, 'UNDECIDED': 361, 'REFUSED': 0}
  [250/3770] elapsed=10.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1401, 'UNDECIDED': 364, 'REFUSED': 0}
  [275/3770] elapsed=10.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1426, 'UNDECIDED': 364, 'REFUSED': 0}
  [300/3770] elapsed=10.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1451, 'UNDECIDED': 364, 'REFUSED': 0}
  [325/3770] elapsed=10.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1476, 'UNDECIDED': 364, 'REFUSED': 0}
  [350/3770] elapsed=11.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1496, 'UNDECIDED': 369, 'REFUSED': 0}
  [375/3770] elapsed=11.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1521, 'UNDECIDED': 369, 'REFUSED': 0}
  [400/3770] elapsed=11.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1544, 'UNDECIDED': 371, 'REFUSED': 0}
  [425/3770] elapsed=11.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1569, 'UNDECIDED': 371, 'REFUSED': 0}
  [450/3770] elapsed=11.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1591, 'UNDECIDED': 374, 'REFUSED': 0}
  [475/3770] elapsed=12.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1616, 'UNDECIDED': 374, 'REFUSED': 0}
  [500/3770] elapsed=12.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1632, 'UNDECIDED': 383, 'REFUSED': 0}
  [525/3770] elapsed=12.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1654, 'UNDECIDED': 386, 'REFUSED': 0}
  [550/3770] elapsed=12.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1679, 'UNDECIDED': 386, 'REFUSED': 0}
  [575/3770] elapsed=12.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1704, 'UNDECIDED': 386, 'REFUSED': 0}
  [600/3770] elapsed=12.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1729, 'UNDECIDED': 386, 'REFUSED': 0}
  [625/3770] elapsed=13.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1754, 'UNDECIDED': 386, 'REFUSED': 0}
  [650/3770] elapsed=13.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1778, 'UNDECIDED': 387, 'REFUSED': 0}
  [675/3770] elapsed=13.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1803, 'UNDECIDED': 387, 'REFUSED': 0}
  [700/3770] elapsed=13.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1828, 'UNDECIDED': 387, 'REFUSED': 0}
  [725/3770] elapsed=14.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1853, 'UNDECIDED': 387, 'REFUSED': 0}
  [750/3770] elapsed=14.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1878, 'UNDECIDED': 387, 'REFUSED': 0}
  [775/3770] elapsed=14.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1903, 'UNDECIDED': 387, 'REFUSED': 0}
  [800/3770] elapsed=16.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1921, 'UNDECIDED': 394, 'REFUSED': 0}
  [825/3770] elapsed=16.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1942, 'UNDECIDED': 398, 'REFUSED': 0}
  [850/3770] elapsed=17.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1967, 'UNDECIDED': 398, 'REFUSED': 0}
  [875/3770] elapsed=17.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1985, 'UNDECIDED': 405, 'REFUSED': 0}
