full candidate set: 13584 pairs
bucket0 remaining (cross-lang float-arith): 0
bucket2+3 remaining (same-language): 3770
bucket1 remaining (cross-lang other, NOT attempted this run): 6401
  [25/3770] elapsed=8.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1222, 'UNDECIDED': 318, 'REFUSED': 0}
  [900/3770] elapsed=18.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 1996, 'UNDECIDED': 419, 'REFUSED': 0}
  [925/3770] elapsed=19.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2017, 'UNDECIDED': 423, 'REFUSED': 0}
  [950/3770] elapsed=20.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2042, 'UNDECIDED': 423, 'REFUSED': 0}
  [975/3770] elapsed=20.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2067, 'UNDECIDED': 423, 'REFUSED': 0}
  [1000/3770] elapsed=20.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2092, 'UNDECIDED': 423, 'REFUSED': 0}
  [1025/3770] elapsed=21.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2115, 'UNDECIDED': 425, 'REFUSED': 0}
  [1050/3770] elapsed=21.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2135, 'UNDECIDED': 430, 'REFUSED': 0}
  [1075/3770] elapsed=21.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2149, 'UNDECIDED': 441, 'REFUSED': 0}
  [1100/3770] elapsed=22.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2172, 'UNDECIDED': 443, 'REFUSED': 0}
  [1125/3770] elapsed=23.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2191, 'UNDECIDED': 449, 'REFUSED': 0}
  [1150/3770] elapsed=23.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2206, 'UNDECIDED': 459, 'REFUSED': 0}
  [1175/3770] elapsed=23.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2217, 'UNDECIDED': 473, 'REFUSED': 0}
  [1200/3770] elapsed=23.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2235, 'UNDECIDED': 480, 'REFUSED': 0}
  [1225/3770] elapsed=32.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2256, 'UNDECIDED': 484, 'REFUSED': 0}
  [1250/3770] elapsed=33.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2280, 'UNDECIDED': 485, 'REFUSED': 0}
  [1275/3770] elapsed=33.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2303, 'UNDECIDED': 487, 'REFUSED': 0}
  [1300/3770] elapsed=34.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2322, 'UNDECIDED': 493, 'REFUSED': 0}
  [1325/3770] elapsed=34.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2345, 'UNDECIDED': 495, 'REFUSED': 0}
  [1350/3770] elapsed=34.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2366, 'UNDECIDED': 499, 'REFUSED': 0}
  [1375/3770] elapsed=34.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2382, 'UNDECIDED': 508, 'REFUSED': 0}
  [1400/3770] elapsed=35.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2396, 'UNDECIDED': 519, 'REFUSED': 0}
  [1425/3770] elapsed=35.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2417, 'UNDECIDED': 523, 'REFUSED': 0}
  [1450/3770] elapsed=35.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2442, 'UNDECIDED': 523, 'REFUSED': 0}
  [1475/3770] elapsed=35.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2463, 'UNDECIDED': 527, 'REFUSED': 0}
  [1500/3770] elapsed=36.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2488, 'UNDECIDED': 527, 'REFUSED': 0}
  [1525/3770] elapsed=36.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2513, 'UNDECIDED': 527, 'REFUSED': 0}
  [1550/3770] elapsed=36.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2535, 'UNDECIDED': 530, 'REFUSED': 0}
  [1575/3770] elapsed=36.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2556, 'UNDECIDED': 534, 'REFUSED': 0}
  [1600/3770] elapsed=37.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2578, 'UNDECIDED': 537, 'REFUSED': 0}
  [1625/3770] elapsed=37.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2599, 'UNDECIDED': 541, 'REFUSED': 0}
  [1650/3770] elapsed=37.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2624, 'UNDECIDED': 541, 'REFUSED': 0}
  [1675/3770] elapsed=37.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2646, 'UNDECIDED': 544, 'REFUSED': 0}
  [1700/3770] elapsed=38.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2668, 'UNDECIDED': 547, 'REFUSED': 0}
  [1725/3770] elapsed=38.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2693, 'UNDECIDED': 547, 'REFUSED': 0}
  [1750/3770] elapsed=38.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2718, 'UNDECIDED': 547, 'REFUSED': 0}
  [1775/3770] elapsed=39.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2741, 'UNDECIDED': 549, 'REFUSED': 0}
  [1800/3770] elapsed=39.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2752, 'UNDECIDED': 563, 'REFUSED': 0}
  [1825/3770] elapsed=39.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2775, 'UNDECIDED': 565, 'REFUSED': 0}
  [1850/3770] elapsed=39.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2787, 'UNDECIDED': 578, 'REFUSED': 0}
  [1875/3770] elapsed=40.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2801, 'UNDECIDED': 589, 'REFUSED': 0}
  [1900/3770] elapsed=40.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2818, 'UNDECIDED': 597, 'REFUSED': 0}
  [1925/3770] elapsed=40.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2829, 'UNDECIDED': 597, 'REFUSED': 14}
  [1950/3770] elapsed=40.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2848, 'UNDECIDED': 603, 'REFUSED': 14}
  [1975/3770] elapsed=41.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2869, 'UNDECIDED': 607, 'REFUSED': 14}
  [2000/3770] elapsed=41.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2880, 'UNDECIDED': 614, 'REFUSED': 21}
  [2025/3770] elapsed=41.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2904, 'UNDECIDED': 614, 'REFUSED': 22}
  [2050/3770] elapsed=41.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2929, 'UNDECIDED': 614, 'REFUSED': 22}
  [2075/3770] elapsed=42.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2947, 'UNDECIDED': 621, 'REFUSED': 22}
  [2100/3770] elapsed=42.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2969, 'UNDECIDED': 622, 'REFUSED': 24}
  [2125/3770] elapsed=42.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 2991, 'UNDECIDED': 625, 'REFUSED': 24}
  [2150/3770] elapsed=42.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3014, 'UNDECIDED': 627, 'REFUSED': 24}
  [2175/3770] elapsed=43.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3038, 'UNDECIDED': 628, 'REFUSED': 24}
  [2200/3770] elapsed=43.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3063, 'UNDECIDED': 628, 'REFUSED': 24}
  [2225/3770] elapsed=43.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3088, 'UNDECIDED': 628, 'REFUSED': 24}
  [2250/3770] elapsed=44.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3113, 'UNDECIDED': 628, 'REFUSED': 24}
  [2275/3770] elapsed=44.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3138, 'UNDECIDED': 628, 'REFUSED': 24}
  [2300/3770] elapsed=44.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3146, 'UNDECIDED': 645, 'REFUSED': 24}
  [2325/3770] elapsed=44.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3171, 'UNDECIDED': 645, 'REFUSED': 24}
  [2350/3770] elapsed=45.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3196, 'UNDECIDED': 645, 'REFUSED': 24}
  [2375/3770] elapsed=45.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3197, 'UNDECIDED': 661, 'REFUSED': 32}
  [2400/3770] elapsed=45.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3214, 'UNDECIDED': 665, 'REFUSED': 36}
  [2425/3770] elapsed=45.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3231, 'UNDECIDED': 673, 'REFUSED': 36}
  [2450/3770] elapsed=45.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3254, 'UNDECIDED': 673, 'REFUSED': 38}
  [2475/3770] elapsed=45.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3257, 'UNDECIDED': 673, 'REFUSED': 60}
  [2500/3770] elapsed=46.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3272, 'UNDECIDED': 677, 'REFUSED': 66}
  [2525/3770] elapsed=46.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3297, 'UNDECIDED': 677, 'REFUSED': 66}
  [2550/3770] elapsed=46.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3322, 'UNDECIDED': 677, 'REFUSED': 66}
  [2575/3770] elapsed=46.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3339, 'UNDECIDED': 685, 'REFUSED': 66}
  [2600/3770] elapsed=47.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3364, 'UNDECIDED': 685, 'REFUSED': 66}
  [2625/3770] elapsed=47.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3389, 'UNDECIDED': 685, 'REFUSED': 66}
  [2650/3770] elapsed=47.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3414, 'UNDECIDED': 685, 'REFUSED': 66}
  [2675/3770] elapsed=48.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3439, 'UNDECIDED': 685, 'REFUSED': 66}
  [2700/3770] elapsed=48.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3453, 'UNDECIDED': 685, 'REFUSED': 77}
  [2725/3770] elapsed=48.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3477, 'UNDECIDED': 685, 'REFUSED': 78}
  [2750/3770] elapsed=49.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3502, 'UNDECIDED': 685, 'REFUSED': 78}
  [2775/3770] elapsed=49.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3523, 'UNDECIDED': 689, 'REFUSED': 78}
  [2800/3770] elapsed=49.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3548, 'UNDECIDED': 689, 'REFUSED': 78}
  [2825/3770] elapsed=49.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3573, 'UNDECIDED': 689, 'REFUSED': 78}
  [2850/3770] elapsed=50.1s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3598, 'UNDECIDED': 689, 'REFUSED': 78}
  [2875/3770] elapsed=50.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3623, 'UNDECIDED': 689, 'REFUSED': 78}
  [2900/3770] elapsed=50.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3648, 'UNDECIDED': 689, 'REFUSED': 78}
  [2925/3770] elapsed=50.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3673, 'UNDECIDED': 689, 'REFUSED': 78}
  [2950/3770] elapsed=51.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3698, 'UNDECIDED': 689, 'REFUSED': 78}
  [2975/3770] elapsed=51.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3723, 'UNDECIDED': 689, 'REFUSED': 78}
  [3000/3770] elapsed=51.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3748, 'UNDECIDED': 689, 'REFUSED': 78}
  [3025/3770] elapsed=52.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3773, 'UNDECIDED': 689, 'REFUSED': 78}
  [3050/3770] elapsed=52.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3794, 'UNDECIDED': 693, 'REFUSED': 78}
  [3075/3770] elapsed=53.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3819, 'UNDECIDED': 693, 'REFUSED': 78}
  [3100/3770] elapsed=53.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3841, 'UNDECIDED': 696, 'REFUSED': 78}
  [3125/3770] elapsed=54.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3864, 'UNDECIDED': 698, 'REFUSED': 78}
  [3150/3770] elapsed=55.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3889, 'UNDECIDED': 698, 'REFUSED': 78}
  [3175/3770] elapsed=57.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3911, 'UNDECIDED': 701, 'REFUSED': 78}
  [3200/3770] elapsed=57.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3918, 'UNDECIDED': 719, 'REFUSED': 78}
  [3225/3770] elapsed=58.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3926, 'UNDECIDED': 736, 'REFUSED': 78}
  [3250/3770] elapsed=58.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3940, 'UNDECIDED': 747, 'REFUSED': 78}
  [3275/3770] elapsed=59.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3965, 'UNDECIDED': 747, 'REFUSED': 78}
  [3300/3770] elapsed=59.8s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 3988, 'UNDECIDED': 749, 'REFUSED': 78}
  [3325/3770] elapsed=60.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4013, 'UNDECIDED': 749, 'REFUSED': 78}
  [3350/3770] elapsed=60.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4035, 'UNDECIDED': 752, 'REFUSED': 78}
  [3375/3770] elapsed=62.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4050, 'UNDECIDED': 762, 'REFUSED': 78}
  [3400/3770] elapsed=62.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4064, 'UNDECIDED': 773, 'REFUSED': 78}
  [3425/3770] elapsed=63.6s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4089, 'UNDECIDED': 773, 'REFUSED': 78}
  [3450/3770] elapsed=64.3s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4114, 'UNDECIDED': 773, 'REFUSED': 78}
  [3475/3770] elapsed=64.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4139, 'UNDECIDED': 773, 'REFUSED': 78}
  [3500/3770] elapsed=65.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4164, 'UNDECIDED': 773, 'REFUSED': 78}
  [3525/3770] elapsed=66.2s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4189, 'UNDECIDED': 773, 'REFUSED': 78}
  [3550/3770] elapsed=66.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4214, 'UNDECIDED': 773, 'REFUSED': 78}
  [3575/3770] elapsed=67.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4239, 'UNDECIDED': 773, 'REFUSED': 78}
  [3600/3770] elapsed=68.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4264, 'UNDECIDED': 773, 'REFUSED': 78}
  [3625/3770] elapsed=69.0s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4289, 'UNDECIDED': 773, 'REFUSED': 78}
  [3650/3770] elapsed=69.9s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4314, 'UNDECIDED': 773, 'REFUSED': 78}
  [3675/3770] elapsed=70.7s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4339, 'UNDECIDED': 773, 'REFUSED': 78}
  [3700/3770] elapsed=71.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4364, 'UNDECIDED': 773, 'REFUSED': 78}
  [3725/3770] elapsed=72.5s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4389, 'UNDECIDED': 773, 'REFUSED': 78}
  [3750/3770] elapsed=73.4s tally={'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4414, 'UNDECIDED': 773, 'REFUSED': 78}
wrote /sessions/inspiring-busy-pasteur/mnt/Programming/PseudoCoupHQ/Research/op_pipeline/proved_edges2.json
tally: {'PROVED': 0, 'PROVED_TRANSITIVE': 0, 'DISPROVED': 4434, 'UNDECIDED': 773, 'REFUSED': 78}
stopped_reason: completed the full ordered remaining set
