probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
B5_2_2,2,truth|truth,Bool,Bool,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false,16,0
