probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
B9_3_3,2,truth|truth,bool,bool,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false,16,0
