probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
A23_1_1,1,truth|truth,TrueFalse,TrueFalse,"truth/L1/6:true,false,0,1,"""",nil","truth/L1/6:true,false,0,1,"""",nil",36,"true;true;true;true;true;true;true;false;[1, 0.0, 0];[1, 1.0, 0];t||0|0|0;null;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;true;false;[1, 0.0, 0];[1, 1.0, 0];t||0|0|0;null",36,0
A23_1_2,1,truth|whole,TrueFalse,Integer,"truth/L1/6:true,false,0,1,"""",nil","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",102,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63]",102,0
A23_1_3,1,truth|whole,TrueFalse,Rational,"truth/L1/6:true,false,0,1,"""",nil","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",102,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63]",102,0
A23_1_4,1,truth|whole,TrueFalse,BigDecimal,"truth/L1/6:true,false,0,1,"""",nil","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",102,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63]",102,0
A23_1_5,1,truth|fractional,TrueFalse,Float,"truth/L1/6:true,false,0,1,"""",nil","fractional/L1/16:-max_finite,-1.5,-1.0,-(1.0-1ulp),-0.0,+0.0,+min_subnormal,+min_normal,1.0-1ulp,1.0,1.0+1ulp,1.5,pi,2^53,max_finite,0.1",96,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.9999999999999997779553950749687, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999997779553950749687, -1];[-1, 0.0, 0];[1, 0.0, 0];[1, 1.0, -1074];[1, 1.0, -1022];[1, 1.9999999999999997779553950749687, -1];[1, 1.0, 0];[1, 1.0000000000000002220446049250313, 0];[1, 1.5, 0];[1, 1.5707963267948965579989817342721, 1];[1, 1.0, 53];[1, 1.9999999999999997779553950749687, 1023];[1, 1.6000000000000000888178419700125, -4];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.9999999999999997779553950749687, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999997779553950749687, -1];[-1, 0.0, 0];[1, 0.0, 0];[1, 1.0, -1074];[1, 1.0, -1022];[1, 1.9999999999999997779553950749687, -1];[1, 1.0, 0];[1, 1.0000000000000002220446049250313, 0];[1, 1.5, 0];[1, 1.5707963267948965579989817342721, 1];[1, 1.0, 53];[1, 1.9999999999999997779553950749687, 1023];[1, 1.6000000000000000888178419700125, -4]",96,0
A23_1_6,1,truth|fractional,TrueFalse,Rational,"truth/L1/6:true,false,0,1,"""",nil","fractional/L1/15:-max_finite,-1.5,-1.0,-(1.0-1ulp),+0.0,+min_subnormal,+min_normal,1.0-1ulp,1.0,1.0+1ulp,1.5,pi,2^53,max_finite,0.1",90,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.9999999999999997779553950749687, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999997779553950749687, -1];[1, 0.0, 0];[1, 1.0, -1074];[1, 1.0, -1022];[1, 1.9999999999999997779553950749687, -1];[1, 1.0, 0];[1, 1.0000000000000002220446049250313, 0];[1, 1.5, 0];[1, 1.5707963267948965579989817342721, 1];[1, 1.0, 53];[1, 1.9999999999999997779553950749687, 1023];[1, 1.6000000000000000888178419700125, -4];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.9999999999999997779553950749687, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999997779553950749687, -1];[1, 0.0, 0];[1, 1.0, -1074];[1, 1.0, -1022];[1, 1.9999999999999997779553950749687, -1];[1, 1.0, 0];[1, 1.0000000000000002220446049250313, 0];[1, 1.5, 0];[1, 1.5707963267948965579989817342721, 1];[1, 1.0, 53];[1, 1.9999999999999997779553950749687, 1023];[1, 1.6000000000000000888178419700125, -4]",90,0
A23_1_7,1,truth|fractional,TrueFalse,BigDecimal,"truth/L1/6:true,false,0,1,"""",nil","fractional/L1/16:-max_finite,-1.5,-1.0,-(1.0-1ulp),-0.0,+0.0,+min_subnormal,+min_normal,1.0-1ulp,1.0,1.0+1ulp,1.5,pi,2^53,max_finite,0.1",96,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;[-1, 1.9999999999999997688934766870555, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999998, -1];[-1, 0.0, 0];[1, 0.0, 0];[1, 1.0120112665365530917624767335946, -1074];[1, 1.0000000000000000075996431390427, -1022];[1, 1.9999999999999998, -1];[1, 1.0, 0];[1, 1.0000000000000002, 0];[1, 1.5, 0];[1, 1.5707963267948965, 1];[1, 1.0, 53];[1, 1.9999999999999997688934766870555, 1023];[1, 1.6, -4];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;t||0|0|0;[-1, 1.9999999999999997688934766870555, 1023];[-1, 1.5, 0];[-1, 1.0, 0];[-1, 1.9999999999999998, -1];[-1, 0.0, 0];[1, 0.0, 0];[1, 1.0120112665365530917624767335946, -1074];[1, 1.0000000000000000075996431390427, -1022];[1, 1.9999999999999998, -1];[1, 1.0, 0];[1, 1.0000000000000002, 0];[1, 1.5, 0];[1, 1.5707963267948965, 1];[1, 1.0, 53];[1, 1.9999999999999997688934766870555, 1023];[1, 1.6, -4]",96,0
A23_2_1,1,whole|truth,Integer,TrueFalse,"whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1","truth/L1/6:true,false,0,1,"""",nil",102,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63]",102,0
A23_2_2,1,whole|whole,Integer,Integer,"whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",289,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999999999999998915797827514, 63]",289,0
