probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
A4_3_3,1,truth|truth,bool,bool,"truth/L1/2:true,false","truth/L1/2:true,false",4,"[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT",2,2
A4_3_4,1,truth|whole,bool,int32_t,"truth/L1/2:true,false","whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1",18,"[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0]",16,2
A4_3_5,1,truth|whole,bool,int64_t,"truth/L1/2:true,false","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",32,"[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0]",30,2
A4_3_6,1,truth|whole,bool,uint64_t,"truth/L1/2:true,false","whole/L1/11:0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",22,"REFUSE;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];REFUSE;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0]",20,2
A4_3_7,1,truth|whole,bool,__int128,"truth/L1/2:true,false","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",34,"[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0]",32,2
A4_4_3,1,whole|truth,int32_t,bool,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","truth/L1/2:true,false",18,"[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT;[1, 0.0, 0];ABORT",9,9
A4_4_4,1,whole|whole,int32_t,int32_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1",81,"[1, 0.0, 0];[-1, 1.0, 1];ABORT;ABORT;[1, 0.0, 0];[-1, 1.0, 1];[-1, 1.0, 1];[-1, 1.265625, 9];[-1, 1.0, 0];[-1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.0625, 5];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.5, 2];[1, 1.0625, 5];[1, 0.0, 0];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.263671875, 9];[1, 0.0, 0]",71,10
A4_4_5,1,whole|whole,int32_t,int64_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",144,"[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[1, 0.0, 0];[-1, 1.0, 1];[1, 0.0, 0];ABORT;[1, 0.0, 0];[-1, 1.0, 1];[-1, 1.0, 1];[-1, 1.265625, 9];[-1, 1.0, 0];[1, 0.0, 0];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.0625, 5];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.5, 2];[1, 1.0625, 5];[1, 0.0, 0];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.263671875, 9];[1, 0.0, 0];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30]",135,9
A4_4_6,1,whole|whole,int32_t,uint64_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/11:0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",99,"REFUSE;[1, 0.0, 0];[1, 0.0, 0];[1, 1.75, 3];[1, 1.890625, 9];[1, 1.5, 1];[1, 0.0, 0];[1, 1.9999995231632963221812815390876, 52];[1, 1.9999995231623872715687184609124, 52];[1, 1.9999999995343387129091011766846, 62];[1, 1.9999999997671693563461303710938, 63];REFUSE;[1, 0.0, 0];[1, 1.0, 1];[1, 1.0, 4];[1, 1.12109375, 9];[1, 1.999999963678419589996337890625, 30];[1, 1.99999996088445186614990234375, 30];[1, 1.958984375, 10];[1, 1.9999999999995361488203116095974, 52];[1, 1.9999999999999999911095421856189, 62];[1, 1.9999999999999999954463508755609, 63];REFUSE;[1, 0.0, 0];[1, 1.0, 0];[1, 1.875, 3];[1, 1.201171875, 9];[1, 1.5, 1];[1, 1.999999999068677425384521484375, 30];[1, 1.9990234375, 10];[1, 1.999999999999545252649113535881, 52];[1, 1.0, 0];[1, 0.0, 0];REFUSE;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];REFUSE;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];REFUSE;[1, 0.0, 0];[1, 0.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];REFUSE;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];REFUSE;[1, 0.0, 0];[1, 1.5, 2];[1, 1.0625, 5];[1, 0.0, 0];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];REFUSE;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.263671875, 9];[1, 0.0, 0];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30]",90,9
A4_4_7,1,whole|whole,int32_t,__int128,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",153,"[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[1, 0.0, 0];[-1, 1.0, 1];[1, 0.0, 0];ABORT;[1, 0.0, 0];[-1, 1.0, 1];[-1, 1.0, 1];[-1, 1.265625, 9];[-1, 1.0, 0];[1, 0.0, 0];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 0.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.0625, 5];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.5, 2];[1, 1.0625, 5];[1, 0.0, 0];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 0];[1, 0.0, 0];ABORT;[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.263671875, 9];[1, 0.0, 0];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30]",144,9
