probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
A16_3_3,1,truth|truth,bool,bool,"truth/L1/2:true,false","truth/L1/2:true,false",4,true;true;false;false,4,0
A16_3_4,1,truth|whole,bool,int,"truth/L1/2:true,false","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",32,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,32,0
A16_3_5,1,truth|whole,bool,BigInt,"truth/L1/2:true,false","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",34,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,34,0
A16_3_6,1,truth|whole,bool,double_whole,"truth/L1/2:true,false","whole/L1/12:-2^63,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1",24,true;true;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false,24,0
A16_3_7,1,truth|fractional,bool,double,"truth/L1/2:true,false","fractional/L1/16:-max_finite,-1.5,-1.0,-(1.0-1ulp),-0.0,+0.0,+min_subnormal,+min_normal,1.0-1ulp,1.0,1.0+1ulp,1.5,pi,2^53,max_finite,0.1",32,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,32,0
A16_3_8,1,truth|fractional,bool,num,"truth/L1/2:true,false","fractional/L1/16:-max_finite,-1.5,-1.0,-(1.0-1ulp),-0.0,+0.0,+min_subnormal,+min_normal,1.0-1ulp,1.0,1.0+1ulp,1.5,pi,2^53,max_finite,0.1",32,true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,32,0
A16_4_3,1,whole|truth,int,bool,"whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1","truth/L1/2:true,false",32,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62]",32,0
A16_4_4,1,whole|whole,int,int,"whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",256,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62]",256,0
A16_4_5,1,whole|whole,int,BigInt,"whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",272,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62]",272,0
A16_4_6,1,whole|whole,int,double_whole,"whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1","whole/L1/12:-2^63,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1",192,"[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.3125, 5];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[-1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999997831595655029, 62]",192,0
