probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
A5_2_2,1,truth|truth,Bool,Bool,"truth/L1/2:true,false","truth/L1/2:true,false",4,true;true;true;false,4,0
