probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
A13_3_3,1,truth|truth,bool,bool,"truth/L1/2:true,false","truth/L1/2:true,false",4,"[1, 0.0, 0];[1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0]",4,0
A13_3_4,1,truth|whole,bool,int32_t,"truth/L1/2:true,false","whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1",18,"[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30]",18,0
A13_3_5,1,truth|whole,bool,int64_t,"truth/L1/2:true,false","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",32,"[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0, 63];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62]",32,0
A13_3_6,1,truth|whole,bool,uint64_t,"truth/L1/2:true,false","whole/L1/11:0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",22,"REFUSE;[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[1, 1.9999999999999999997831595655029, 63];REFUSE;[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63]",20,2
A13_3_7,1,truth|whole,bool,__int128,"truth/L1/2:true,false","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",34,"[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0, 63];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[1, 1.9999999999999999997831595655029, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63]",34,0
A13_4_3,1,whole|truth,int32_t,bool,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","truth/L1/2:true,false",18,"[-1, 1.999999999068677425384521484375, 30];[-1, 1.0, 31];[-1, 1.28125, 5];[-1, 1.3125, 5];[-1, 1.0, 1];[-1, 1.0, 0];[1, 1.0, 0];[1, 0.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.5, 2];[1, 1.75, 2];[1, 1.34375, 5];[1, 1.3125, 5];[1, 1.955078125, 9];[1, 1.953125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.999999999068677425384521484375, 30]",18,0
A13_4_4,1,whole|whole,int32_t,int32_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1",81,"[1, 0.0, 0];[1, 1.99999996088445186614990234375, 30];[1, 1.999999999068677425384521484375, 30];[-1, 1.0, 31];[-1, 1.999999999068677425384521484375, 30];[-1, 1.999999993480741977691650390625, 30];[-1, 1.99999996088445186614990234375, 30];[-1, 1.999999068677425384521484375, 30];[-1, 1.0, 0];[1, 1.99999996088445186614990234375, 30];[1, 0.0, 0];[1, 1.28125, 5];[-1, 1.3125, 5];[-1, 1.28125, 5];[-1, 1.46875, 5];[-1, 1.0, 2];[-1, 1.87890625, 9];[-1, 1.999999961815774440765380859375, 30];[1, 1.999999999068677425384521484375, 30];[1, 1.28125, 5];[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 1];[-1, 1.0, 3];[-1, 1.34375, 5];[-1, 1.955078125, 9];[-1, 1.0, 31];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[-1, 1.999999993480741977691650390625, 30];[-1, 1.46875, 5];[-1, 1.0, 3];[1, 1.75, 2];[1, 1.5, 2];[1, 0.0, 0];[1, 1.40625, 5];[1, 1.966796875, 9];[1, 1.999999992549419403076171875, 30];[-1, 1.99999996088445186614990234375, 30];[-1, 1.0, 2];[-1, 1.34375, 5];[1, 1.3125, 5];[1, 1.34375, 5];[1, 1.40625, 5];[1, 0.0, 0];[1, 1.87890625, 9];[1, 1.999999959953129291534423828125, 30];[-1, 1.999999068677425384521484375, 30];[-1, 1.87890625, 9];[-1, 1.955078125, 9];[1, 1.953125, 9];[1, 1.955078125, 9];[1, 1.966796875, 9];[1, 1.87890625, 9];[1, 0.0, 0];[1, 1.999999067746102809906005859375, 30];[-1, 1.0, 0];[-1, 1.999999961815774440765380859375, 30];[-1, 1.0, 31];[1, 1.999999999068677425384521484375, 30];[1, 1.99999999813735485076904296875, 30];[1, 1.999999992549419403076171875, 30];[1, 1.999999959953129291534423828125, 30];[1, 1.999999067746102809906005859375, 30];[1, 0.0, 0]",81,0
A13_4_5,1,whole|whole,int32_t,int64_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/16:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1",144,"[1, 1.9999999995343387126922607421875, 62];[1, 1.9999999995343387129091011766846, 62];[1, 1.0000002384185789905401975374843, 53];[1, 0.0, 0];[1, 1.99999996088445186614990234375, 30];[1, 1.999999999068677425384521484375, 30];[-1, 1.0, 31];[-1, 1.999999999068677425384521484375, 30];[-1, 1.999999993480741977691650390625, 30];[-1, 1.99999996088445186614990234375, 30];[-1, 1.999999068677425384521484375, 30];[-1, 1.0, 0];[-1, 1.0, 32];[-1, 1.9999995231628420189196049250313, 52];[-1, 1.0000002384185789905401975374843, 53];[-1, 1.9999999995343387129091011766846, 62];[1, 1.9999999999999999908927017511218, 62];[1, 1.9999999999999999911095421856189, 62];[1, 1.0000000000000045519144009631418, 53];[1, 1.99999996088445186614990234375, 30];[1, 0.0, 0];[1, 1.28125, 5];[-1, 1.3125, 5];[-1, 1.28125, 5];[-1, 1.46875, 5];[-1, 1.0, 2];[-1, 1.87890625, 9];[-1, 1.999999961815774440765380859375, 30];[-1, 1.000000019557774066925048828125, 31];[-1, 1.9999999999999908961711980737164, 52];[-1, 1.0000000000000045519144009631418, 53];[-1, 1.9999999999999999911095421856189, 62];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999995663191310058, 62];[1, 1.0, 53];[1, 1.999999999068677425384521484375, 30];[1, 1.28125, 5];[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 1];[-1, 1.0, 3];[-1, 1.34375, 5];[-1, 1.955078125, 9];[-1, 1.0, 31];[-1, 1.0000000004656612873077392578125, 31];[-1, 1.0, 53];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.0, 63];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0, 63];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[-1, 1.9999999999999999984821169585203, 62];[-1, 1.9999999999999999986989573930174, 62];[-1, 1.0000000000000008881784197001252, 53];[-1, 1.999999993480741977691650390625, 30];[-1, 1.46875, 5];[-1, 1.0, 3];[1, 1.75, 2];[1, 1.5, 2];[1, 0.0, 0];[1, 1.40625, 5];[1, 1.966796875, 9];[1, 1.999999992549419403076171875, 30];[1, 1.0000000032596290111541748046875, 31];[1, 1.9999999999999982236431605997495, 52];[1, 1.0000000000000006661338147750939, 53];[1, 1.9999999999999999982652765240232, 62];[-1, 1.9999999999999999908927017511218, 62];[-1, 1.9999999999999999906758613166247, 62];[-1, 1.0000000000000047739590058881731, 53];[-1, 1.99999996088445186614990234375, 30];[-1, 1.0, 2];[-1, 1.34375, 5];[1, 1.3125, 5];[1, 1.34375, 5];[1, 1.40625, 5];[1, 0.0, 0];[1, 1.87890625, 9];[1, 1.999999959953129291534423828125, 30];[1, 1.000000019557774066925048828125, 31];[1, 1.9999999999999904520819882236538, 52];[1, 1.0000000000000047739590058881731, 53];[1, 1.9999999999999999906758613166247, 62];[-1, 1.9999999999999997831595655028991, 62];[-1, 1.999999999999999782942725068402, 62];[-1, 1.0000000000001111333247649781697, 53];[-1, 1.999999068677425384521484375, 30];[-1, 1.87890625, 9];[-1, 1.955078125, 9];[1, 1.953125, 9];[1, 1.955078125, 9];[1, 1.966796875, 9];[1, 1.87890625, 9];[1, 0.0, 0];[1, 1.999999067746102809906005859375, 30];[1, 1.0000004656612873077392578125, 31];[1, 1.9999999999997777333504700436606, 52];[1, 1.0000000000001111333247649781697, 53];[1, 1.999999999999999782942725068402, 62];[-1, 1.9999999995343387129091011766846, 62];[-1, 1.9999999995343387131259416111817, 62];[-1, 1.0000002384185791015625, 53];[-1, 1.0, 0];[-1, 1.999999961815774440765380859375, 30];[-1, 1.0, 31];[1, 1.999999999068677425384521484375, 30];[1, 1.99999999813735485076904296875, 30];[1, 1.999999992549419403076171875, 30];[1, 1.999999959953129291534423828125, 30];[1, 1.999999067746102809906005859375, 30];[1, 0.0, 0];[1, 1.9999999995343387126922607421875, 31];[1, 1.999999523162841796875, 52];[1, 1.0000002384185788795178950749687, 53];[1, 1.9999999995343387126922607421875, 62]",144,0
A13_4_6,1,whole|whole,int32_t,uint64_t,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/11:0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",99,"REFUSE;[1, 1.9999999997671693564545505883423, 63];[1, 1.9999999997671693571050718918336, 63];[1, 1.9999999997671693608997794955329, 63];[1, 1.9999999997671694647663476196442, 63];[1, 1.9999999999999999998915797827514, 63];[1, 1.9999999995343387126922607421875, 63];[1, 1.9990234377328306435454494116577, 63];[1, 1.9990234372671693564545505883423, 63];[1, 1.0000000002328306435454494116577, 63];[1, 1.999999999068677425384521484375, 30];REFUSE;[1, 1.9999999999999999955547710928094, 63];[1, 1.9999999999999999949042497893181, 63];[1, 1.9999999999999999995663191310058, 63];[1, 1.9999999999999998956997510068945, 63];[1, 1.9999999997671693607913592782843, 63];[1, 1.9999999997671693517924812466546, 63];[1, 1.9990234375000000044452289071906, 63];[1, 1.9990234374999999955547710928094, 63];[1, 1.0000000000000000044452289071906, 63];[1, 1.28125, 5];REFUSE;[1, 1.9999999999999999997831595655029, 63];[1, 1.9999999999999999991326382620116, 63];[1, 1.9999999999999999953379306583123, 63];[1, 1.999999999999999891471362534201, 63];[1, 1.9999999997671693563461303710938, 63];[1, 1.9999999997671693562377101538452, 63];[1, 1.9990234375, 63];[1, 1.9990234374999999997831595655029, 63];[1, 1.0, 63];[1, 0.0, 0];REFUSE;[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];REFUSE;[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[1, 1.9999999999999999997831595655029, 63];REFUSE;[1, 1.5, 2];[1, 0.0, 0];[1, 1.40625, 5];[1, 1.966796875, 9];[1, 1.999999992549419403076171875, 30];[1, 1.0000000032596290111541748046875, 31];[1, 1.9999999999999982236431605997495, 52];[1, 1.0000000000000006661338147750939, 53];[1, 1.9999999999999999982652765240232, 62];[1, 1.9999999999999999991326382620116, 63];REFUSE;[1, 1.34375, 5];[1, 1.40625, 5];[1, 0.0, 0];[1, 1.87890625, 9];[1, 1.999999959953129291534423828125, 30];[1, 1.000000019557774066925048828125, 31];[1, 1.9999999999999904520819882236538, 52];[1, 1.0000000000000047739590058881731, 53];[1, 1.9999999999999999906758613166247, 62];[1, 1.9999999999999999953379306583123, 63];REFUSE;[1, 1.955078125, 9];[1, 1.966796875, 9];[1, 1.87890625, 9];[1, 0.0, 0];[1, 1.999999067746102809906005859375, 30];[1, 1.0000004656612873077392578125, 31];[1, 1.9999999999997777333504700436606, 52];[1, 1.0000000000001111333247649781697, 53];[1, 1.999999999999999782942725068402, 62];[1, 1.999999999999999891471362534201, 63];REFUSE;[1, 1.99999999813735485076904296875, 30];[1, 1.999999992549419403076171875, 30];[1, 1.999999959953129291534423828125, 30];[1, 1.999999067746102809906005859375, 30];[1, 0.0, 0];[1, 1.9999999995343387126922607421875, 31];[1, 1.999999523162841796875, 52];[1, 1.0000002384185788795178950749687, 53];[1, 1.9999999995343387126922607421875, 62];[1, 1.9999999997671693563461303710938, 63]",90,9
A13_4_7,1,whole|whole,int32_t,__int128,"whole/L1/9:-2^31,-42,-1,0,1,7,42,1000,2^31-1","whole/L1/17:-2^63,-2^63+1,-2^53-1,-2^31,-42,-1,0,1,7,42,1000,2^31-1,2^31,2^53-1,2^53+1,2^63-1,2^64-1",153,"[1, 1.9999999995343387126922607421875, 62];[1, 1.9999999995343387129091011766846, 62];[1, 1.0000002384185789905401975374843, 53];[1, 0.0, 0];[1, 1.99999996088445186614990234375, 30];[1, 1.999999999068677425384521484375, 30];[-1, 1.0, 31];[-1, 1.999999999068677425384521484375, 30];[-1, 1.999999993480741977691650390625, 30];[-1, 1.99999996088445186614990234375, 30];[-1, 1.999999068677425384521484375, 30];[-1, 1.0, 0];[-1, 1.0, 32];[-1, 1.9999995231628420189196049250313, 52];[-1, 1.0000002384185789905401975374843, 53];[-1, 1.9999999995343387129091011766846, 62];[-1, 1.9999999997671693564545505883423, 63];[1, 1.9999999999999999908927017511218, 62];[1, 1.9999999999999999911095421856189, 62];[1, 1.0000000000000045519144009631418, 53];[1, 1.99999996088445186614990234375, 30];[1, 0.0, 0];[1, 1.28125, 5];[-1, 1.3125, 5];[-1, 1.28125, 5];[-1, 1.46875, 5];[-1, 1.0, 2];[-1, 1.87890625, 9];[-1, 1.999999961815774440765380859375, 30];[-1, 1.000000019557774066925048828125, 31];[-1, 1.9999999999999908961711980737164, 52];[-1, 1.0000000000000045519144009631418, 53];[-1, 1.9999999999999999911095421856189, 62];[-1, 1.9999999999999999955547710928094, 63];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999995663191310058, 62];[1, 1.0, 53];[1, 1.999999999068677425384521484375, 30];[1, 1.28125, 5];[1, 0.0, 0];[-1, 1.0, 0];[-1, 1.0, 1];[-1, 1.0, 3];[-1, 1.34375, 5];[-1, 1.955078125, 9];[-1, 1.0, 31];[-1, 1.0000000004656612873077392578125, 31];[-1, 1.0, 53];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.0, 63];[-1, 1.0, 64];[-1, 1.0, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0000000000000001110223024625157, 53];[-1, 1.0, 31];[-1, 1.3125, 5];[-1, 1.0, 0];[1, 0.0, 0];[1, 1.0, 0];[1, 1.75, 2];[1, 1.3125, 5];[1, 1.953125, 9];[1, 1.999999999068677425384521484375, 30];[1, 1.0, 31];[1, 1.9999999999999997779553950749687, 52];[1, 1.0000000000000001110223024625157, 53];[1, 1.9999999999999999997831595655029, 62];[1, 1.9999999999999999998915797827514, 63];[-1, 1.9999999999999999997831595655029, 62];[-1, 1.0, 63];[-1, 1.0000000000000002220446049250313, 53];[-1, 1.999999999068677425384521484375, 30];[-1, 1.28125, 5];[-1, 1.0, 1];[1, 1.0, 0];[1, 0.0, 0];[1, 1.5, 2];[1, 1.34375, 5];[1, 1.955078125, 9];[1, 1.99999999813735485076904296875, 30];[1, 1.0000000004656612873077392578125, 31];[1, 1.9999999999999995559107901499374, 52];[1, 1.0, 53];[1, 1.9999999999999999995663191310058, 62];[1, 1.9999999999999999997831595655029, 63];[-1, 1.9999999999999999984821169585203, 62];[-1, 1.9999999999999999986989573930174, 62];[-1, 1.0000000000000008881784197001252, 53];[-1, 1.999999993480741977691650390625, 30];[-1, 1.46875, 5];[-1, 1.0, 3];[1, 1.75, 2];[1, 1.5, 2];[1, 0.0, 0];[1, 1.40625, 5];[1, 1.966796875, 9];[1, 1.999999992549419403076171875, 30];[1, 1.0000000032596290111541748046875, 31];[1, 1.9999999999999982236431605997495, 52];[1, 1.0000000000000006661338147750939, 53];[1, 1.9999999999999999982652765240232, 62];[1, 1.9999999999999999991326382620116, 63];[-1, 1.9999999999999999908927017511218, 62];[-1, 1.9999999999999999906758613166247, 62];[-1, 1.0000000000000047739590058881731, 53];[-1, 1.99999996088445186614990234375, 30];[-1, 1.0, 2];[-1, 1.34375, 5];[1, 1.3125, 5];[1, 1.34375, 5];[1, 1.40625, 5];[1, 0.0, 0];[1, 1.87890625, 9];[1, 1.999999959953129291534423828125, 30];[1, 1.000000019557774066925048828125, 31];[1, 1.9999999999999904520819882236538, 52];[1, 1.0000000000000047739590058881731, 53];[1, 1.9999999999999999906758613166247, 62];[1, 1.9999999999999999953379306583123, 63];[-1, 1.9999999999999997831595655028991, 62];[-1, 1.999999999999999782942725068402, 62];[-1, 1.0000000000001111333247649781697, 53];[-1, 1.999999068677425384521484375, 30];[-1, 1.87890625, 9];[-1, 1.955078125, 9];[1, 1.953125, 9];[1, 1.955078125, 9];[1, 1.966796875, 9];[1, 1.87890625, 9];[1, 0.0, 0];[1, 1.999999067746102809906005859375, 30];[1, 1.0000004656612873077392578125, 31];[1, 1.9999999999997777333504700436606, 52];[1, 1.0000000000001111333247649781697, 53];[1, 1.999999999999999782942725068402, 62];[1, 1.999999999999999891471362534201, 63];[-1, 1.9999999995343387129091011766846, 62];[-1, 1.9999999995343387131259416111817, 62];[-1, 1.0000002384185791015625, 53];[-1, 1.0, 0];[-1, 1.999999961815774440765380859375, 30];[-1, 1.0, 31];[1, 1.999999999068677425384521484375, 30];[1, 1.99999999813735485076904296875, 30];[1, 1.999999992549419403076171875, 30];[1, 1.999999959953129291534423828125, 30];[1, 1.999999067746102809906005859375, 30];[1, 0.0, 0];[1, 1.9999999995343387126922607421875, 31];[1, 1.999999523162841796875, 52];[1, 1.0000002384185788795178950749687, 53];[1, 1.9999999995343387126922607421875, 62];[1, 1.9999999997671693563461303710938, 63]",153,0
