probe_id,level,form_pair,lhs_holder,rhs_holder,x_set_a,x_set_b,n_probes,output_canon_vector,n_values,n_declines
B16_3_3,2,truth|truth,boolean,boolean,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,16,0
B16_3_4,2,truth|truth,boolean,Boolean,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,16,0
B16_4_3,2,truth|truth,Boolean,boolean,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,16,0
B16_4_4,2,truth|truth,Boolean,Boolean,"truth/L2/2:true,false","truth/L2/2:true,false",16,true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false,16,0
