Kaccess.subscript_1_19|-|REFUSE:error[E0608]: cannot index into a value of type `Option<i64>`    --> /work/kx_rust/src/p00085.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previ
Kaccess.subscript_1_20|-|REFUSE:error[E0608]: cannot index into a value of type `Option<i64>`    --> /work/kx_rust/src/p00086.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previ
Kaccess.subscript_1_21|-|REFUSE:error[E0608]: cannot index into a value of type `Option<i64>`    --> /work/kx_rust/src/p00087.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previ
Kaccess.subscript_2_0|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00088.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_1|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00089.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_2|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00090.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_3|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00091.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_4|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00092.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_5|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00093.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_6|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00094.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_7|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00095.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_8|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00096.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_9|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00097.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_10|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00098.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_11|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00099.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_12|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00100.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_13|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00101.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_14|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00102.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_15|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00103.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_16|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00104.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_17|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00105.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_18|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00106.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_19|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00107.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_20|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00108.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_2_21|-|REFUSE:error[E0608]: cannot index into a value of type `bool`    --> /work/kx_rust/src/p00109.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous err
Kaccess.subscript_3_0|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00110.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_1|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00111.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_2|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00112.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_3|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00113.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_4|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00114.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_5|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00115.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_6|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00116.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_7|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00117.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_8|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00118.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_9|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00119.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_10|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00120.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_11|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00121.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_12|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00122.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_13|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00123.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
Kaccess.subscript_3_14|-|REFUSE:error[E0608]: cannot index into a value of type `i32`    --> /work/kx_rust/src/p00124.rs:149:18     | 149 |     let _r = &(a)[(b)];     |                  ^^^^^  error: aborting due to 1 previous erro
