probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P2_0_0_0_0,Nothing?,null,null,null,null,null,null,null,8:8:6e756c6c6e756c6c,t|6e756c6c6e756c6c|8|8|8
P2_1_0_0_0,Nothing?,null,null,null,Unit,null,null,null,15:15:6e756c6c6b6f746c696e2e556e6974,t|6e756c6c6b6f746c696e2e556e6974|15|15|15
P2_2_0_0_0,Nothing?,null,null,null,Nothing?,null,null,null,8:8:6e756c6c6e756c6c,t|6e756c6c6e756c6c|8|8|8
P2_3_0_0_0,Nothing?,null,null,null,Boolean,false,false,false,9:9:6e756c6c66616c7365,t|6e756c6c66616c7365|9|9|9
P2_3_0_1_0,Nothing?,null,null,null,Boolean,true,true,true,8:8:6e756c6c74727565,t|6e756c6c74727565|8|8|8
P2_4_0_0_0,Nothing?,null,null,null,Int,base_42,0000002a,"[1, 1.3125, 5]",6:6:6e756c6c3432,t|6e756c6c3432|6|6|6
P2_4_0_1_0,Nothing?,null,null,null,Int,base_zero,00000000,"[1, 0.0, 0]",5:5:6e756c6c30,t|6e756c6c30|5|5|5
P2_5_0_0_0,Nothing?,null,null,null,Long,base_42,000000000000002a,"[1, 1.3125, 5]",6:6:6e756c6c3432,t|6e756c6c3432|6|6|6
P2_5_0_1_0,Nothing?,null,null,null,Long,base_zero,0000000000000000,"[1, 0.0, 0]",5:5:6e756c6c30,t|6e756c6c30|5|5|5
P2_5_0_2_0,Nothing?,null,null,null,Long,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",23:23:6e756c6c39323233333732303336383534373735383037,t|6e756c6c39323233333732303336383534373735383037|23|23|23
P2_5_0_4_0,Nothing?,null,null,null,Long,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",20:20:6e756c6c39303037313939323534373430393933,t|6e756c6c39303037313939323534373430393933|20|20|20
P2_6_0_0_0,Nothing?,null,null,null,ULong,base_42,000000000000002a,"[1, 1.3125, 5]",6:6:6e756c6c3432,t|6e756c6c3432|6|6|6
P2_6_0_1_0,Nothing?,null,null,null,ULong,base_zero,0000000000000000,"[1, 0.0, 0]",5:5:6e756c6c30,t|6e756c6c30|5|5|5
P2_6_0_2_0,Nothing?,null,null,null,ULong,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",23:23:6e756c6c39323233333732303336383534373735383037,t|6e756c6c39323233333732303336383534373735383037|23|23|23
P2_6_0_3_0,Nothing?,null,null,null,ULong,i64max_plus1,8000000000000000,"[1, 1.0, 63]",23:23:6e756c6c39323233333732303336383534373735383038,t|6e756c6c39323233333732303336383534373735383038|23|23|23
P2_6_0_4_0,Nothing?,null,null,null,ULong,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",20:20:6e756c6c39303037313939323534373430393933,t|6e756c6c39303037313939323534373430393933|20|20|20
P2_6_0_5_0,Nothing?,null,null,null,ULong,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",24:24:6e756c6c3138343436373434303733373039353531363135,t|6e756c6c3138343436373434303733373039353531363135|24|24|24
P2_7_0_0_0,Nothing?,null,null,null,BigInteger,base_42,2a,"[1, 1.3125, 5]",6:6:6e756c6c3432,t|6e756c6c3432|6|6|6
P2_7_0_1_0,Nothing?,null,null,null,BigInteger,base_zero,0,"[1, 0.0, 0]",5:5:6e756c6c30,t|6e756c6c30|5|5|5
P2_7_0_2_0,Nothing?,null,null,null,BigInteger,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",23:23:6e756c6c39323233333732303336383534373735383037,t|6e756c6c39323233333732303336383534373735383037|23|23|23
