probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P3_3_0_0_1,bool,false,false,false,bool,false,false,false,00000000,"[1, 0.0, 0]"
P3_3_0_1_1,bool,false,false,false,bool,true,true,true,ffffffff,"[-1, 1.0, 0]"
P3_3_1_0_1,bool,true,true,true,bool,false,false,false,00000001,"[1, 1.0, 0]"
P3_3_1_1_1,bool,true,true,true,bool,true,true,true,00000000,"[1, 0.0, 0]"
P3_4_0_0_1,bool,false,false,false,int32_t,base_42,0000002a,"[1, 1.3125, 5]",ffffffd6,"[-1, 1.3125, 5]"
P3_4_0_1_1,bool,false,false,false,int32_t,base_zero,00000000,"[1, 0.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_0_2_1,bool,false,false,false,int32_t,i64max,ffffffff,"[-1, 1.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_0_3_1,bool,false,false,false,int32_t,i64max_plus1,00000000,"[1, 0.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_0_4_1,bool,false,false,false,int32_t,p53_plus1,00000001,"[1, 1.0, 0]",ffffffff,"[-1, 1.0, 0]"
P3_4_0_5_1,bool,false,false,false,int32_t,u64max,ffffffff,"[-1, 1.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_1_0_1,bool,true,true,true,int32_t,base_42,0000002a,"[1, 1.3125, 5]",ffffffd7,"[-1, 1.28125, 5]"
P3_4_1_1_1,bool,true,true,true,int32_t,base_zero,00000000,"[1, 0.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_1_2_1,bool,true,true,true,int32_t,i64max,ffffffff,"[-1, 1.0, 0]",00000002,"[1, 1.0, 1]"
P3_4_1_3_1,bool,true,true,true,int32_t,i64max_plus1,00000000,"[1, 0.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_1_4_1,bool,true,true,true,int32_t,p53_plus1,00000001,"[1, 1.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_1_5_1,bool,true,true,true,int32_t,u64max,ffffffff,"[-1, 1.0, 0]",00000002,"[1, 1.0, 1]"
P3_5_0_0_1,bool,false,false,false,int64_t,base_42,000000000000002a,"[1, 1.3125, 5]",ffffffffffffffd6,"[-1, 1.3125, 5]"
P3_5_0_1_1,bool,false,false,false,int64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
P3_5_0_2_1,bool,false,false,false,int64_t,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",8000000000000001,"[-1, 1.9999999999999999997831595655029, 62]"
P3_5_0_3_1,bool,false,false,false,int64_t,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",8000000000000000,"[-1, 1.0, 63]"
P3_5_0_4_1,bool,false,false,false,int64_t,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",ffdfffffffffffff,"[-1, 1.0000000000000001110223024625157, 53]"
P3_5_0_5_1,bool,false,false,false,int64_t,u64max,ffffffffffffffff,"[-1, 1.0, 0]",0000000000000001,"[1, 1.0, 0]"
P3_5_1_0_1,bool,true,true,true,int64_t,base_42,000000000000002a,"[1, 1.3125, 5]",ffffffffffffffd7,"[-1, 1.28125, 5]"
P3_5_1_1_1,bool,true,true,true,int64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000001,"[1, 1.0, 0]"
P3_5_1_2_1,bool,true,true,true,int64_t,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",8000000000000002,"[-1, 1.9999999999999999995663191310058, 62]"
P3_5_1_3_1,bool,true,true,true,int64_t,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",8000000000000001,"[-1, 1.9999999999999999997831595655029, 62]"
P3_5_1_4_1,bool,true,true,true,int64_t,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",ffe0000000000000,"[-1, 1.0, 53]"
P3_5_1_5_1,bool,true,true,true,int64_t,u64max,ffffffffffffffff,"[-1, 1.0, 0]",0000000000000002,"[1, 1.0, 1]"
P3_6_0_0_1,bool,false,false,false,uint64_t,base_42,000000000000002a,"[1, 1.3125, 5]",ffffffffffffffd6,"[1, 1.9999999999999999954463508755609, 63]"
P3_6_0_1_1,bool,false,false,false,uint64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
P3_6_0_2_1,bool,false,false,false,uint64_t,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",8000000000000001,"[1, 1.0000000000000000001084202172486, 63]"
P3_6_0_3_1,bool,false,false,false,uint64_t,i64max_plus1,8000000000000000,"[1, 1.0, 63]",8000000000000000,"[1, 1.0, 63]"
P3_6_0_4_1,bool,false,false,false,uint64_t,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",ffdfffffffffffff,"[1, 1.9990234374999999998915797827514, 63]"
P3_6_0_5_1,bool,false,false,false,uint64_t,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",0000000000000001,"[1, 1.0, 0]"
P3_6_1_0_1,bool,true,true,true,uint64_t,base_42,000000000000002a,"[1, 1.3125, 5]",ffffffffffffffd7,"[1, 1.9999999999999999955547710928094, 63]"
P3_6_1_1_1,bool,true,true,true,uint64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000001,"[1, 1.0, 0]"
