probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P0_0_null_null_and,null,null,null,null,null,null,null,null,,false
P0_1_null_false_and,null,null,null,null,bool,false,false,false,,false
P0_1_null_true_and,null,null,null,null,bool,true,true,true,,false
P0_2_null_base_42_and,null,null,null,null,int,base_42,000000000000002a,"[1, 1.3125, 5]",,false
P0_2_null_base_zero_and,null,null,null,null,int,base_zero,0000000000000000,"[1, 0.0, 0]",,false
P0_2_null_i64max_and,null,null,null,null,int,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",,false
P0_2_null_i64max_plus1_and,null,null,null,null,int,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",,false
P0_2_null_p53_plus1_and,null,null,null,null,int,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",,false
P0_2_null_u64max_and,null,null,null,null,int,u64max,ffffffffffffffff,"[-1, 1.0, 0]",,false
P0_3_null_base_42_and,null,null,null,null,GMP (ext-gmp),base_42,2a,"[1, 1.3125, 5]",,RAISE:Error
P0_3_null_base_zero_and,null,null,null,null,GMP (ext-gmp),base_zero,0,"[1, 0.0, 0]",,RAISE:Error
P0_3_null_i64max_and,null,null,null,null,GMP (ext-gmp),i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",,RAISE:Error
P0_3_null_i64max_plus1_and,null,null,null,null,GMP (ext-gmp),i64max_plus1,8000000000000000,"[1, 1.0, 63]",,RAISE:Error
P0_3_null_p53_plus1_and,null,null,null,null,GMP (ext-gmp),p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]",,RAISE:Error
P0_3_null_u64max_and,null,null,null,null,GMP (ext-gmp),u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",,RAISE:Error
P0_4_null_base_42_and,null,null,null,null,BCMath string-carried number (ext-bcmath),base_42,2a,"[1, 1.3125, 5]",,false
P0_4_null_base_zero_and,null,null,null,null,BCMath string-carried number (ext-bcmath),base_zero,0,"[1, 0.0, 0]",,false
P0_4_null_i64max_and,null,null,null,null,BCMath string-carried number (ext-bcmath),i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",,false
P0_4_null_i64max_plus1_and,null,null,null,null,BCMath string-carried number (ext-bcmath),i64max_plus1,8000000000000000,"[1, 1.0, 63]",,false
P0_4_null_p53_plus1_and,null,null,null,null,BCMath string-carried number (ext-bcmath),p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]",,false
P0_4_null_u64max_and,null,null,null,null,BCMath string-carried number (ext-bcmath),u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",,false
P0_5_null_base_1_5_and,null,null,null,null,float,base_1_5,3ff8000000000000,"[1, 1.5, 0]",,false
P0_5_null_base_pi_and,null,null,null,null,float,base_pi,400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]",,false
P0_5_null_inf_and,null,null,null,null,float,inf,7ff0000000000000,"[1, inf]",,false
P0_5_null_nan_and,null,null,null,null,float,nan,7ff8000000000000,nan,,false
P0_5_null_negzero_and,null,null,null,null,float,negzero,8000000000000000,"[-1, 0.0, 0]",,false
P0_5_null_point1_and,null,null,null,null,float,point1,3fb999999999999a,"[1, 1.6000000000000000888178419700125, -4]",,false
P0_6_null_base_empty_and,null,null,null,null,string,base_empty,,t||0|0|0,,false
P0_6_null_base_hello_and,null,null,null,null,string,base_hello,68656c6c6f,t|68656c6c6f|5|5|5,,false
P0_6_null_base_lines_and,null,null,null,null,string,base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,,false
P0_6_null_clef_and,null,null,null,null,string,clef,f09d849e,t|f09d849e|4|1|1,,false
P0_6_null_eacute_and,null,null,null,null,string,eacute,c3a9,t|c3a9|2|1|1,,false
P0_6_null_escapes_and,null,null,null,null,string,escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,,false
P0_7_null_base_empty_and,null,null,null,null,array of bytes,base_empty,,t||0|0|0,,false
P0_7_null_base_hello_and,null,null,null,null,array of bytes,base_hello,68656c6c6f,t|68656c6c6f|5|5|5,,false
P0_7_null_base_lines_and,null,null,null,null,array of bytes,base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,,false
P0_7_null_clef_and,null,null,null,null,array of bytes,clef,f09d849e,t|f09d849e|4|1|1,,false
P0_7_null_eacute_and,null,null,null,null,array of bytes,eacute,c3a9,t|c3a9|2|1|1,,false
P0_7_null_escapes_and,null,null,null,null,array of bytes,escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,,false
P0_8_null_base_empty_and,null,null,null,null,array of codepoints (mbstring),base_empty,,t||0|0|0,,RAISE:Error
P0_8_null_base_hello_and,null,null,null,null,array of codepoints (mbstring),base_hello,68656c6c6f,t|68656c6c6f|5|5|5,,RAISE:Error
P0_8_null_base_lines_and,null,null,null,null,array of codepoints (mbstring),base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,,RAISE:Error
P0_8_null_clef_and,null,null,null,null,array of codepoints (mbstring),clef,f09d849e,t|f09d849e|4|1|1,,RAISE:Error
P0_8_null_eacute_and,null,null,null,null,array of codepoints (mbstring),eacute,c3a9,t|c3a9|2|1|1,,RAISE:Error
P0_8_null_escapes_and,null,null,null,null,array of codepoints (mbstring),escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,,RAISE:Error
P0_9_null_base_and,null,null,null,null,array (list-shaped),base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted",,false
P0_9_null_bigint_and,null,null,null,null,array (list-shaped),bigint,[9223372036854775808],"c|[1, 1.0, 63]|integer|as-sorted",,false
P0_9_null_empty_and,null,null,null,null,array (list-shaped),empty,[],c||empty|as-sorted,,false
P0_9_null_mixed_and,null,null,null,null,array (list-shaped),mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered",,false
P0_9_null_strs_and,null,null,null,null,array (list-shaped),strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted",,false
P0_10_null_base_and,null,null,null,null,SplFixedArray,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted",,false
P0_10_null_bigint_and,null,null,null,null,SplFixedArray,bigint,[9223372036854775808],"c|[1, 1.0, 63]|integer|as-sorted",,false
P0_10_null_empty_and,null,null,null,null,SplFixedArray,empty,[],c||empty|as-sorted,,false
P0_10_null_mixed_and,null,null,null,null,SplFixedArray,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered",,false
P0_10_null_strs_and,null,null,null,null,SplFixedArray,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted",,false
P0_11_null_base_and,null,null,null,null,ArrayObject,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted",,false
P0_11_null_bigint_and,null,null,null,null,ArrayObject,bigint,[9223372036854775808],"c|[1, 1.0, 63]|integer|as-sorted",,false
P0_11_null_empty_and,null,null,null,null,ArrayObject,empty,[],c||empty|as-sorted,,false
P0_11_null_mixed_and,null,null,null,null,ArrayObject,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered",,false
P0_11_null_strs_and,null,null,null,null,ArrayObject,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted",,false
P0_12_null_base_and,null,null,null,null,SplDoublyLinkedList,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted",,false
P0_12_null_bigint_and,null,null,null,null,SplDoublyLinkedList,bigint,[9223372036854775808],"c|[1, 1.0, 63]|integer|as-sorted",,false
P0_12_null_empty_and,null,null,null,null,SplDoublyLinkedList,empty,[],c||empty|as-sorted,,false
P0_12_null_mixed_and,null,null,null,null,SplDoublyLinkedList,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered",,false
P0_12_null_strs_and,null,null,null,null,SplDoublyLinkedList,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted",,false
P0_13_null_empty_and,null,null,null,null,array (associative),empty,{},c||empty|not-applicable,,false
P0_13_null_emptykey_and,null,null,null,null,array (associative),emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,,false
P0_13_null_flat_and,null,null,null,null,array (associative),flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable",,false
P0_13_null_intlike_and,null,null,null,null,array (associative),intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable",,false
P0_13_null_nested_and,null,null,null,null,array (associative),nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_14_null_empty_and,null,null,null,null,stdClass object,empty,{},c||empty|not-applicable,,false
P0_14_null_emptykey_and,null,null,null,null,stdClass object,emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,,false
P0_14_null_flat_and,null,null,null,null,stdClass object,flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable",,false
P0_14_null_intlike_and,null,null,null,null,stdClass object,intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable",,false
P0_14_null_nested_and,null,null,null,null,stdClass object,nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_15_null_empty_and,null,null,null,null,ArrayObject,empty,{},c||empty|not-applicable,,false
P0_15_null_emptykey_and,null,null,null,null,ArrayObject,emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,,false
P0_15_null_flat_and,null,null,null,null,ArrayObject,flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable",,false
P0_15_null_intlike_and,null,null,null,null,ArrayObject,intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable",,false
P0_15_null_nested_and,null,null,null,null,ArrayObject,nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_16_null_empty_and,null,null,null,null,declared class,empty,{},c||empty|not-applicable,,false
P0_16_null_emptykey_and,null,null,null,null,declared class,emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,,false
P0_16_null_flat_and,null,null,null,null,declared class,flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable",,false
P0_16_null_intlike_and,null,null,null,null,declared class,intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable",,false
P0_16_null_nested_and,null,null,null,null,declared class,nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_17_null_mixed_depth_and,null,null,null,null,array (nested),mixed_depth,"[1, [2, {'k': (3, None, 't')}], True]","c|[1, 1.0, 0],c|[1, 1.0, 1],c|c|[1, 1.5, 1],null,t|74|1|1|1|integer|reordered|text|not-applicable|integer|reordered,true|integer|as-sorted",,false
P0_17_null_seq_in_map_and,null,null,null,null,array (nested),seq_in_map,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_17_null_seq_in_seq_and,null,null,null,null,array (nested),seq_in_seq,"[[1, 2], [3, 4]]","c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted",,false
P0_18_null_mixed_depth_and,null,null,null,null,ArrayObject (nested),mixed_depth,"[1, [2, {'k': (3, None, 't')}], True]","c|[1, 1.0, 0],c|[1, 1.0, 1],c|c|[1, 1.5, 1],null,t|74|1|1|1|integer|reordered|text|not-applicable|integer|reordered,true|integer|as-sorted",,false
P0_18_null_seq_in_map_and,null,null,null,null,ArrayObject (nested),seq_in_map,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable",,false
P0_18_null_seq_in_seq_and,null,null,null,null,ArrayObject (nested),seq_in_seq,"[[1, 2], [3, 4]]","c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted",,false
P1_0_false_null_and,bool,false,false,false,null,null,null,null,,false
P1_0_true_null_and,bool,true,true,true,null,null,null,null,,false
P1_1_false_false_and,bool,false,false,false,bool,false,false,false,,false
P1_1_false_true_and,bool,false,false,false,bool,true,true,true,,false
P1_1_true_false_and,bool,true,true,true,bool,false,false,false,,false
P1_1_true_true_and,bool,true,true,true,bool,true,true,true,1,true
P1_2_false_base_42_and,bool,false,false,false,int,base_42,000000000000002a,"[1, 1.3125, 5]",,false
P1_2_false_base_zero_and,bool,false,false,false,int,base_zero,0000000000000000,"[1, 0.0, 0]",,false
P1_2_false_i64max_and,bool,false,false,false,int,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",,false
P1_2_false_i64max_plus1_and,bool,false,false,false,int,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",,false
P1_2_false_p53_plus1_and,bool,false,false,false,int,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",,false
P1_2_false_u64max_and,bool,false,false,false,int,u64max,ffffffffffffffff,"[-1, 1.0, 0]",,false
P1_2_true_base_42_and,bool,true,true,true,int,base_42,000000000000002a,"[1, 1.3125, 5]",1,true
P1_2_true_base_zero_and,bool,true,true,true,int,base_zero,0000000000000000,"[1, 0.0, 0]",,false
P1_2_true_i64max_and,bool,true,true,true,int,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",1,true
P1_2_true_i64max_plus1_and,bool,true,true,true,int,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",1,true
P1_2_true_p53_plus1_and,bool,true,true,true,int,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",1,true
P1_2_true_u64max_and,bool,true,true,true,int,u64max,ffffffffffffffff,"[-1, 1.0, 0]",1,true
P1_3_false_base_42_and,bool,false,false,false,GMP (ext-gmp),base_42,2a,"[1, 1.3125, 5]",,RAISE:Error
P1_3_false_base_zero_and,bool,false,false,false,GMP (ext-gmp),base_zero,0,"[1, 0.0, 0]",,RAISE:Error
P1_3_false_i64max_and,bool,false,false,false,GMP (ext-gmp),i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",,RAISE:Error
