probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P0_0_null_null_or,NoneType,null,null,null,NoneType,null,null,null,None,null
P0_1_null_false_or,NoneType,null,null,null,bool,false,false,false,False,false
P0_1_null_true_or,NoneType,null,null,null,bool,true,true,true,True,true
P0_2_null_base_42_or,NoneType,null,null,null,int,base_42,2a,"[1, 1.3125, 5]",42,"[1, 1.3125, 5]"
P0_2_null_base_zero_or,NoneType,null,null,null,int,base_zero,0,"[1, 0.0, 0]",0,"[1, 0.0, 0]"
P0_2_null_i64max_or,NoneType,null,null,null,int,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",9223372036854775807,"[1, 1.9999999999999999997831595655029, 62]"
P0_2_null_i64max_plus1_or,NoneType,null,null,null,int,i64max_plus1,8000000000000000,"[1, 1.0, 63]",9223372036854775808,"[1, 1.0, 63]"
P0_2_null_p53_plus1_or,NoneType,null,null,null,int,p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]",9007199254740993,"[1, 1.0000000000000001110223024625157, 53]"
P0_2_null_u64max_or,NoneType,null,null,null,int,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",18446744073709551615,"[1, 1.9999999999999999998915797827514, 63]"
P0_3_null_base_42_or,NoneType,null,null,null,decimal.Decimal,base_42,2a,"[1, 1.3125, 5]",Decimal('42'),"[1, 1.3125, 5]"
P0_3_null_base_zero_or,NoneType,null,null,null,decimal.Decimal,base_zero,0,"[1, 0.0, 0]",Decimal('0'),"[1, 0.0, 0]"
P0_3_null_i64max_or,NoneType,null,null,null,decimal.Decimal,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",Decimal('9223372036854775807'),"[1, 1.9999999999999999997831595655029, 62]"
P0_3_null_i64max_plus1_or,NoneType,null,null,null,decimal.Decimal,i64max_plus1,8000000000000000,"[1, 1.0, 63]",Decimal('9223372036854775808'),"[1, 1.0, 63]"
P0_3_null_p53_plus1_or,NoneType,null,null,null,decimal.Decimal,p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]",Decimal('9007199254740993'),"[1, 1.0000000000000001110223024625157, 53]"
P0_3_null_u64max_or,NoneType,null,null,null,decimal.Decimal,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",Decimal('18446744073709551615'),"[1, 1.9999999999999999998915797827514, 63]"
P0_4_null_base_42_or,NoneType,null,null,null,fractions.Fraction,base_42,2a,"[1, 1.3125, 5]","Fraction(42, 1)","[1, 1.3125, 5]"
P0_4_null_base_zero_or,NoneType,null,null,null,fractions.Fraction,base_zero,0,"[1, 0.0, 0]","Fraction(0, 1)","[1, 0.0, 0]"
P0_4_null_i64max_or,NoneType,null,null,null,fractions.Fraction,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]","Fraction(9223372036854775807, 1)","[1, 1.9999999999999999997831595655029, 62]"
P0_4_null_i64max_plus1_or,NoneType,null,null,null,fractions.Fraction,i64max_plus1,8000000000000000,"[1, 1.0, 63]","Fraction(9223372036854775808, 1)","[1, 1.0, 63]"
P0_4_null_p53_plus1_or,NoneType,null,null,null,fractions.Fraction,p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]","Fraction(9007199254740993, 1)","[1, 1.0000000000000001110223024625157, 53]"
P0_4_null_u64max_or,NoneType,null,null,null,fractions.Fraction,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]","Fraction(18446744073709551615, 1)","[1, 1.9999999999999999998915797827514, 63]"
P0_5_null_base_42_or,NoneType,null,null,null,ctypes.c_int64,base_42,000000000000002a,"[1, 1.3125, 5]",42,"[1, 1.3125, 5]"
P0_5_null_base_zero_or,NoneType,null,null,null,ctypes.c_int64,base_zero,0000000000000000,"[1, 0.0, 0]",0,"[1, 0.0, 0]"
P0_5_null_i64max_or,NoneType,null,null,null,ctypes.c_int64,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",9223372036854775807,"[1, 1.9999999999999999997831595655029, 62]"
P0_5_null_i64max_plus1_or,NoneType,null,null,null,ctypes.c_int64,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",-9223372036854775808,"[-1, 1.0, 63]"
P0_5_null_p53_plus1_or,NoneType,null,null,null,ctypes.c_int64,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",9007199254740993,"[1, 1.0000000000000001110223024625157, 53]"
P0_5_null_u64max_or,NoneType,null,null,null,ctypes.c_int64,u64max,ffffffffffffffff,"[-1, 1.0, 0]",-1,"[-1, 1.0, 0]"
P0_6_null_base_1_5_or,NoneType,null,null,null,float,base_1_5,3ff8000000000000,"[1, 1.5, 0]",1.5,"[1, 1.5, 0]"
P0_6_null_base_pi_or,NoneType,null,null,null,float,base_pi,400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]",3.141592653589793,"[1, 1.5707963267948965, 1]"
P0_6_null_inf_or,NoneType,null,null,null,float,inf,7ff0000000000000,"[1, inf]",inf,"[1, inf]"
